	nonstereo_aromatic_smiles	accession	standard_type	organism	pPot	standard_value	chembl_cid	chembl_tid	is_MT
126907	CNC(C)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	6.537602002101044	290.0	CHEMBL2322671	CHEMBL3130	True
128416	CNCC(=O)Nc1ccc(-c2nc(C34CCOCC3C4)cc(C(C)(C)S(C)(=O)=O)n2)cc1	O00329	IC50	Homo sapiens	5.39999927962814	6924.09	CHEMBL4441996_CHEMBL4593323	CHEMBL3130	False
128417	CNCC(=O)Nc1ccc(-c2nc(N3CCOCC3C)cc(C(C)(C)S(C)(=O)=O)n2)cc1	O00329	IC50	Homo sapiens	5.800000874803202	1584.89	CHEMBL4434739	CHEMBL3130	False
129388	CNCCNC(=O)c1c(-c2ccccc2)c(C(C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12	O00329	IC50	Homo sapiens	8.022276394711152	9.5	CHEMBL4438514	CHEMBL3130	True
129390	CNCCNC(=O)c1c(-c2ccccn2)c(C(C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12	O00329	IC50	Homo sapiens	8.318758762624412	4.8	CHEMBL4525494	CHEMBL3130	False
129392	CNCCNC(=O)c1cc(C(C)Nc2cccc(F)c2)c2nc(N3CCOCC3)cnc2c1	O00329	Kd	Homo sapiens	7.167491087293763	68.0	CHEMBL4127425	CHEMBL3130	True
129907	CNCc1cccc(Cc2c(C(C)Nc3ncnc(N)c3C#N)cc3scc(C)n3c2=O)c1	O00329	IC50	Homo sapiens	7.700057099977232	19.95	CHEMBL4065004	CHEMBL3130	True
130151	CNS(=O)(=O)c1cc(-c2sc(NC(C)=O)nc2C)cc2c1C(=O)N(C(C)C1CC1)C2	O00329	IC50	Homo sapiens	6.399996913372259	398.11	CHEMBL4129600	CHEMBL3130	True
130322	CNS(=O)(=O)c1cccc(-c2cc(-c3ccnn3C3CCCCC3)c3c(N)ncnn23)c1	O00329	IC50	Homo sapiens	7.744727494896692	18.0	CHEMBL4464762	CHEMBL3130	False
130327	CNS(=O)(=O)c1cccc(-c2ccc3nc(NC(C)=O)nn3c2)c1	O00329	IC50	Homo sapiens	6.0	1000.0	CHEMBL2064485	CHEMBL3130	True
130798	CNc1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1	O00329	IC50	Homo sapiens	7.585026652029183	26.0	CHEMBL2326954	CHEMBL3130	True
131222	CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(OC3CCOC3)c2n1	O00329	IC50	Homo sapiens	9.431798275933003	0.37	CHEMBL4174909	CHEMBL3130	True
131227	CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(OC3CCOCC3)c2n1	O00329	IC50	Homo sapiens	9.455931955649724	0.35	CHEMBL4166594	CHEMBL3130	True
131912	CNc1ncc(-c2ccnc(NC3CCC(O)CC3)n2)c(CC2CC2)n1	O00329	IC50	Homo sapiens	5.154901959985743	7000.0	CHEMBL3781916	CHEMBL3130	True
131922	CNc1ncc(-c2ccnc(Nc3ccncc3)n2)c(CC2CC2)n1	O00329	IC50	Homo sapiens	5.537602002101044	2900.0	CHEMBL3780029	CHEMBL3130	True
134464	COC(=O)N1CCC(Oc2ncnc3c2CN(c2cnc(OC)c(C#N)c2)CC3)C1	O00329	IC50	Homo sapiens	7.420216403383192	38.0	CHEMBL3643436	CHEMBL3130	True
134530	COC(=O)N1CCN(Cc2cnc(Nc3ccc(OC)nc3)c(-c3nc(C)nc(N)n3)c2)CC1	O00329	Ki	Homo sapiens	8.221848749616356	6.0	CHEMBL2165015	CHEMBL3130	True
135715	COC(=O)c1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1	O00329	IC50	Homo sapiens	7.920818753952375	12.0	CHEMBL2326953	CHEMBL3130	True
137122	COC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(C(C)(C)O)CC3)n(C)c2n1	O00329	IC50	Homo sapiens	8.0	10.0	CHEMBL2171949	CHEMBL3130	False
137215	COC(Cn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)OC	O00329	IC50	Homo sapiens	6.296708621881338	505.0	CHEMBL3800138	CHEMBL3130	True
137787	COC1CC(c2nc3cccc(Cl)c3c(=O)n2-c2ccccc2)N(c2ncnc(N)c2C#N)C1	O00329	IC50	Homo sapiens	8.397940008672037	4.0	CHEMBL3355022	CHEMBL3130	True
137870	COC1CCC(N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1	O00329	Kd	Homo sapiens	5.207608310501746	6200.0	CHEMBL3586404	CHEMBL3130	True
138521	COC=CC(=O)c1cc2c3c(c(N)cc(NC(=O)C(C)C)c3n1)N=C2	O00329	Kd	Homo sapiens	8.309803919971486	4.9	CHEMBL4293970	CHEMBL3130	True
138552	COCC(=O)N(C)C1CCCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	7.700057099977232	19.95	CHEMBL4472462	CHEMBL3130	True
138556	COCC(=O)N(C)C1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	6.900008766455318	125.89	CHEMBL4473394	CHEMBL3130	True
138560	COCC(=O)N(C)C1CCCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	7.299988937677887	50.12	CHEMBL4437860	CHEMBL3130	True
138564	COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	8.0	10.0	CHEMBL4589808	CHEMBL3130	True
138568	COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.899974269892138	12.59	CHEMBL4456577	CHEMBL3130	True
138571	COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	7.100015437450608	79.43	CHEMBL4441333	CHEMBL3130	True
138575	COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.599980364934843	25.12	CHEMBL4568963	CHEMBL3130	True
138579	COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	8.199970640755865	6.31	CHEMBL4538734	CHEMBL3130	True
138583	COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.799970733446231	15.85	CHEMBL4580893	CHEMBL3130	True
138611	COCC(=O)N1CCC(Nc2cc(-c3ncnc4c3CN(c3cnc(OC)c(C)c3)CC4)ccn2)CC1	O00329	IC50	Homo sapiens	8.036212172654443	9.2	CHEMBL4530810	CHEMBL3130	True
138616	COCC(=O)N1CCC(Oc2ncnc3c2CN(c2cnc(OC)c(C#N)c2)CC3)C1	O00329	IC50	Homo sapiens	7.568636235841013	27.0	CHEMBL3643356	CHEMBL3130	True
138695	COCC(=O)NC1CCCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	7.100015437450608	79.43	CHEMBL4442020	CHEMBL3130	True
138699	COCC(=O)NC1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	7.0	100.0	CHEMBL4584477	CHEMBL3130	True
138703	COCC(=O)NC1CCCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	6.499996931948306	316.23	CHEMBL4443297	CHEMBL3130	True
138707	COCC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	7.0	100.0	CHEMBL4514181	CHEMBL3130	True
138711	COCC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.100015437450608	79.43	CHEMBL4585433	CHEMBL3130	True
138715	COCC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	6.699991797446188	199.53	CHEMBL4569614	CHEMBL3130	True
138719	COCC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	6.900008766455318	125.89	CHEMBL4468356	CHEMBL3130	True
138723	COCC(=O)NC1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	7.100015437450608	79.43	CHEMBL4560843	CHEMBL3130	True
138727	COCC(=O)NC1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.400007822415903	39.81	CHEMBL4456813	CHEMBL3130	True
139516	COCC1OC(=O)c2coc3c2C1(C)C1=C(C3=O)C2CCC(=O)C2(C)CC1OC(C)=O	O00329	IC50	Homo sapiens	8.221848749616356	6.5	CHEMBL428496	CHEMBL3130	True
139517	COCC1OC(=O)c2coc3c2C1(C)C1=C(C3=O)C2CCC(=O)C2(C)CC1OC(C)=O	O00329	Kd	Homo sapiens	8.259637310505756	5.5	CHEMBL428496	CHEMBL3130	True
140181	COCCN(C)C(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1	O00329	IC50	Homo sapiens	6.795880017344077	160.0	CHEMBL3408259	CHEMBL3130	True
140618	COCCN1CCOC(COc2cc(-c3cnc(OC)c(NS(C)(=O)=O)c3)cc3c2COC3)C1	O00329	IC50	Homo sapiens	6.499996931948306	316.23	CHEMBL4533741	CHEMBL3130	True
140718	COCCNC(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1	O00329	IC50	Homo sapiens	7.267606240177032	54.0	CHEMBL3408269	CHEMBL3130	True
140817	COCCNC(=O)c1nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)cn2c1C	O00329	Ki	Homo sapiens	8.096910013008056	8.0	CHEMBL2058172	CHEMBL3130	True
140895	COCCNCc1cccc(Cc2c(C(C)Nc3ncnc(N)c3C#N)cc3scc(C)n3c2=O)c1	O00329	IC50	Homo sapiens	8.599980364934842	2.512	CHEMBL4080523	CHEMBL3130	True
140897	COCCNCc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1	O00329	Ki	Homo sapiens	7.522878745280337	30.0	CHEMBL2165028	CHEMBL3130	True
140925	COCCNc1c(-c2ccccc2)c(C(C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12	O00329	IC50	Homo sapiens	8.920818753952375	1.5	CHEMBL3403670	CHEMBL3130	True
140941	COCCNc1cc(-c2ncnc3c2CN(c2cnc(OC)c(C)c2)CC3)ccn1	O00329	IC50	Homo sapiens	7.4089353929735005	39.0	CHEMBL4457611	CHEMBL3130	False
141399	COCCOc1ccc(-c2ccc3nc(N)sc3c2)cn1	O00329	IC50	Homo sapiens	5.200000237109354	6309.57	CHEMBL3600695	CHEMBL3130	True
141631	COCCOc1cnc(Nc2cnc(Cl)c(NS(C)(=O)=O)c2)c(-c2nc(C)nc(N)n2)c1	O00329	Ki	Homo sapiens	8.214670164989233	6.1	CHEMBL2206906	CHEMBL3130	True
141735	COCCS(=O)(=O)Nc1cc(-c2cc3c(c(OCC4CN(C(C)C)CCO4)c2)COC3)cnc1OC	O00329	IC50	Homo sapiens	6.5999976540720455	251.19	CHEMBL4580593	CHEMBL3130	True
141737	COCCS(=O)(=O)Nc1cc(-c2cc3c(c(OCC4CN(C5CCC5)CCO4)c2)COC3)cnc1OC	O00329	IC50	Homo sapiens	6.499996931948306	316.23	CHEMBL4436659	CHEMBL3130	True
141739	COCCS(=O)(=O)Nc1cc(-c2cc3c(c(OCC4CN(C5COC5)CCO4)c2)COC3)cnc1OC	O00329	Kd	Homo sapiens	9.700057099977233	0.1995	CHEMBL4579923	CHEMBL3130	True
141746	COCCS(=O)(=O)Nc1cc(-c2cc3c(c(OCC4CN(CC(C)(C)O)CCO4)c2)COC3)cnc1OC	O00329	IC50	Homo sapiens	7.299988937677887	50.12	CHEMBL4553962	CHEMBL3130	True
141748	COCCS(=O)(=O)Nc1cc(-c2cc3c(c(OCCN4CCC(C(C)(C)O)CC4)c2)CCOC3)cnc1OC	O00329	IC50	Homo sapiens	7.599980364934843	25.12	CHEMBL4545906	CHEMBL3130	True
141750	COCCS(=O)(=O)Nc1cc(-c2cc3c(c(OCCN4CCC(C(C)(C)O)CC4)c2)COC3)cnc1OC	O00329	IC50	Homo sapiens	7.400007822415903	39.81	CHEMBL4538635	CHEMBL3130	True
141945	COCCn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2cc(F)ccc21	O00329	IC50	Homo sapiens	6.568636235841013	270.0	CHEMBL2064342	CHEMBL3130	True
142210	COCc1c(-c2ccccn2)c(C(C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12	O00329	IC50	Homo sapiens	8.152259161754902	9.55	CHEMBL3400185	CHEMBL3130	True
142402	COCc1ccc(-c2ccc3nc(N)sc3c2)cn1	O00329	IC50	Homo sapiens	5.200000237109354	6309.57	CHEMBL3600685	CHEMBL3130	True
142585	COCc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1	O00329	Ki	Homo sapiens	8.0	10.0	CHEMBL2165027	CHEMBL3130	True
143116	COc1c(-c2ccccc2)c(C(C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12	O00329	IC50	Homo sapiens	9.008864383480216	1.0	CHEMBL3403665	CHEMBL3130	True
143230	COc1c(C(C)Nc2ncnc(N)c2C#N)cc(Cl)c(C)c1-c1ccc(C(=O)N(C)C)cn1	O00329	IC50	Homo sapiens	8.744727494896694	1.8	CHEMBL4444112	CHEMBL3130	False
143231	COc1c(C(C)Nc2ncnc(N)c2C#N)cc(Cl)c(C)c1-c1cncc(S(C)(=O)=O)c1	O00329	IC50	Homo sapiens	9.00436480540245	0.99	CHEMBL4438376	CHEMBL3130	False
143232	COc1c(C(C)Nc2ncnc3[nH]cnc23)cc(Cl)c(C)c1-c1ccc(S(C)(=O)=O)cc1	O00329	IC50	Homo sapiens	8.443697499232712	3.6	CHEMBL4470672	CHEMBL3130	False
143233	COc1c(C(C)Nc2ncnc3[nH]cnc23)cc(Cl)c(C)c1-c1cncc(S(C)(=O)=O)c1	O00329	IC50	Homo sapiens	8.769551078621726	1.7	CHEMBL4446120	CHEMBL3130	False
143234	COc1c(C(C)Nc2ncnc3[nH]cnc23)cc(Cl)c(C)c1-c1cnn(C)c1	O00329	IC50	Homo sapiens	8.55284196865778	2.8	CHEMBL4513857	CHEMBL3130	False
143235	COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C#N)c1C1CN(CC(C)O)C1	O00329	IC50	Homo sapiens	8.721246399047171	1.9	CHEMBL4593387	CHEMBL3130	False
143236	COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1-c1ccnc(C(=O)N(C)C)c1	O00329	IC50	Homo sapiens	9.031517051446064	0.93	CHEMBL4458634	CHEMBL3130	False
143237	COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1C1CCN(C)CC1	O00329	IC50	Homo sapiens	7.958607314841775	11.0	CHEMBL4465303	CHEMBL3130	False
143238	COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1C1CNC(=O)C1	O00329	IC50	Homo sapiens	8.619788758288394	2.4	CHEMBL4443149	CHEMBL3130	False
143239	COc1c(C(C)n2ncc3c(N)ncnc32)cc(Cl)c(C)c1-c1ccnc(C(=O)N(C)C)c1	O00329	IC50	Homo sapiens	6.920818753952375	120.0	CHEMBL4468580	CHEMBL3130	False
143933	COc1cc(-c2cc(-c3ccnn3C3CCOCC3)c3c(N)ncnn23)cc(N2C(C)CN(C(C)=O)CC2C)c1	O00329	IC50	Homo sapiens	8.920818753952375	1.2	CHEMBL4070023	CHEMBL3130	False
148217	COc1cc(F)cc(-c2nn(C3CCc4ccccc43)c3ncnc(N)c23)c1	O00329	IC50	Homo sapiens	5.73754891026957	1830.0	CHEMBL3920744	CHEMBL3130	True
148219	COc1cc(F)cc(-c2nn(C3CCc4ccccc4C3)c3ncnc(N)c23)c1	O00329	IC50	Homo sapiens	5.872895201635193	1340.0	CHEMBL3892739	CHEMBL3130	True
148221	COc1cc(F)cc(-c2nn(C3Cc4ccccc4C3)c3ncnc(N)c23)c1	O00329	IC50	Homo sapiens	5.554395796726404	2790.0	CHEMBL3977335	CHEMBL3130	True
148273	COc1cc(F)cc(NC(C)c2cc(C(=O)N(C)C)cc3c(=O)cc(N4CCOCC4)oc23)c1	O00329	IC50	Homo sapiens	7.214670164989233	61.0	CHEMBL3408254	CHEMBL3130	True
148568	COc1cc(N)cc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1	O00329	IC50	Homo sapiens	8.769551078621726	1.7	CHEMBL1911117	CHEMBL3130	True
149032	COc1cc(N2CCc3ncnc(OC4CCN(C(=O)C5CCC(F)(F)CC5)C4)c3C2)cnc1OC	O00329	IC50	Homo sapiens	7.67778070526608	21.0	CHEMBL3643373	CHEMBL3130	True
149034	COc1cc(N2CCc3ncnc(OC4CCN(C(=O)C5CCOC(C)(C)C5)C4)c3C2)cnc1OC	O00329	IC50	Homo sapiens	8.045757490560675	9.0	CHEMBL3643372	CHEMBL3130	True
149036	COc1cc(N2CCc3ncnc(OC4CCN(C(=O)C5CCOCC5)C4)c3C2)cnc1OC	O00329	IC50	Homo sapiens	7.698970004336019	20.0	CHEMBL3643353	CHEMBL3130	True
149038	COc1cc(N2CCc3ncnc(OC4CCN(C(=O)c5cnco5)C4)c3C2)cnc1OC	O00329	IC50	Homo sapiens	8.096910013008056	8.0	CHEMBL3643370	CHEMBL3130	True
149040	COc1cc(N2CCc3ncnc(OC4CCN(C(=O)c5coc(C)n5)C4)c3C2)cnc1OC	O00329	IC50	Homo sapiens	8.0	10.0	CHEMBL3643371	CHEMBL3130	True
149042	COc1cc(N2CCc3ncnc(OC4CCN(C(=O)c5cocn5)C4)c3C2)cnc1OC	O00329	IC50	Homo sapiens	8.096910013008056	8.0	CHEMBL3643369	CHEMBL3130	True
149044	COc1cc(N2CCc3ncnc(OC4CCN(C(=O)c5oc(C)nc5C)C4)c3C2)cnc1OC	O00329	IC50	Homo sapiens	7.585026652029183	26.0	CHEMBL3639422	CHEMBL3130	True
149865	COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(CN(C)C)cc2)cc(OC)c1	O00329	IC50	Homo sapiens	7.682258126592544	21.5	CHEMBL2216880	CHEMBL3130	False
149866	COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(F)cc2)cc(OC)c1	O00329	IC50	Homo sapiens	7.045757490560675	90.0	CHEMBL1213168	CHEMBL3130	False
149867	COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(C(=O)NCCCN(C)C)c2)cc(OC)c1	O00329	IC50	Homo sapiens	7.522878745280337	30.0	CHEMBL3695329	CHEMBL3130	False
154519	COc1cc2c(cc1C(C)N1CCN(C(C)(C)C)CC1)-c1nc(-c3nc(C)nn3C(C)C)cn1CCO2	O00329	IC50	Homo sapiens	8.833728225845014	2.0485	CHEMBL3704732_CHEMBL3704733	CHEMBL3130	False
157639	COc1ccc(-c2c(OCCBr)ccc3c(=O)nc(N4CCOCC4)oc23)cc1	O00329	IC50	Homo sapiens	5.568636235841012	2700.0	CHEMBL4071376	CHEMBL3130	False
157640	COc1ccc(-c2c(OCCN3CCN(C)CC3)ccc3c(=O)nc(N4CCOCC4)oc23)cc1	O00329	IC50	Homo sapiens	5.245651664288982	5680.0	CHEMBL4075473	CHEMBL3130	False
157641	COc1ccc(-c2c(OCc3ccccn3)ccc3c(=O)nc(N4CCOCC4)oc23)cc1	O00329	IC50	Homo sapiens	5.568636235841012	2700.0	CHEMBL4074385	CHEMBL3130	False
157642	COc1ccc(-c2c(OCc3cccnc3)ccc3c(=O)nc(N4CCOCC4)oc23)cc1	O00329	IC50	Homo sapiens	5.552841968657781	2800.0	CHEMBL4079378	CHEMBL3130	False
157643	COc1ccc(-c2c(OCc3ccncc3)ccc3c(=O)nc(N4CCOCC4)oc23)cc1	O00329	IC50	Homo sapiens	5.537602002101044	2900.0	CHEMBL4104565	CHEMBL3130	False
157670	COc1ccc(-c2c3ccccc3cc3c(=O)cc(N4CCOCC4)oc23)cc1	O00329	IC50	Homo sapiens	5.2518119729937975	5600.0	CHEMBL3915703	CHEMBL3130	False
157783	COc1ccc(-c2cc(-c3ccnn3CC(F)(F)F)c3c(N)ncnn23)cc1N1CCOC(C)(C)C1=O	O00329	IC50	Homo sapiens	7.5376020021010435	29.0	CHEMBL4089756	CHEMBL3130	True
157876	COc1ccc(-c2cc(C(F)(F)F)c3c(N)ncnn23)cc1N1CCOC(C)(C)C1=O	O00329	IC50	Homo sapiens	7.823908740944319	15.0	CHEMBL4084897	CHEMBL3130	True
157942	COc1ccc(-c2cc(CNc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)cc(C(=O)NC(CO)CO)c2)cn1	O00329	IC50	Homo sapiens	7.698970004336019	20.0	CHEMBL3582359	CHEMBL3130	True
157946	COc1ccc(-c2cc(CNc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)cc(C(=O)NCCC(C)C)c2)cn1	O00329	IC50	Homo sapiens	8.397940008672037	4.0	CHEMBL3582351	CHEMBL3130	True
157950	COc1ccc(-c2cc(CNc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)cc(C(=O)O)c2)cn1	O00329	IC50	Homo sapiens	7.229147988357855	59.0	CHEMBL3582354	CHEMBL3130	True
157967	COc1ccc(-c2cc(Cl)c3c(N)ncnn23)cc1N1CCOC(C)(C)C1=O	O00329	IC50	Homo sapiens	7.958607314841775	11.0	CHEMBL4063245	CHEMBL3130	True
157970	COc1ccc(-c2cc(Cl)cc3c(=O)nc(N4CCOCC4)oc23)cc1	O00329	IC50	Homo sapiens	5.585026652029182	2600.0	CHEMBL3764880	CHEMBL3130	False
158764	COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4CC(C)OC(C)C4)nc3n2)cc1CO	O00329	IC50	Homo sapiens	5.275724130399211	5300.0	CHEMBL1078983	CHEMBL3130	True
158945	COc1ccc(-c2ccc3nc(N)sc3c2)cn1	O00329	IC50	Homo sapiens	6.0999990348465305	794.33	CHEMBL1645105	CHEMBL3130	True
158952	COc1ccc(-c2ccc3nc(NC(C)=O)nn3c2)cc1OC	O00329	IC50	Homo sapiens	5.700000503883016	1995.26	CHEMBL2064482	CHEMBL3130	True
159015	COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)c3c2)cc1OC	O00329	IC50	Homo sapiens	7.7695216159519775	20.666666666666668	CHEMBL3944013	CHEMBL3130	True
159018	COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)c3c2)cn1	O00329	IC50	Homo sapiens	7.596471325031615	25.66666666666667	CHEMBL3947814	CHEMBL3130	True
159022	COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cc1OC	O00329	IC50	Homo sapiens	7.799299729609227	16.0	CHEMBL4588314	CHEMBL3130	True
159026	COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cn1	O00329	IC50	Homo sapiens	7.565384140134512	28.5	CHEMBL4581278	CHEMBL3130	True
159030	COc1ccc(-c2ccc3ncnc(-c4cncc(C(=O)N5CCN(C)CC5)c4)c3c2)cn1	O00329	IC50	Homo sapiens	7.221848749616356	68.0	CHEMBL4460621	CHEMBL3130	True
159034	COc1ccc(-c2ccc3ncnc(N4CCCC(C(=O)N5CCN(C)CC5)C4)c3c2)cn1	O00329	IC50	Homo sapiens	7.174360993000928	67.0	CHEMBL4454454	CHEMBL3130	True
159038	COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)C5CC5)C4)c3c2)cn1	O00329	IC50	Homo sapiens	8.346787486224656	4.5	CHEMBL4228563	CHEMBL3130	True
159042	COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)C5CCC5)C4)c3c2)cn1	O00329	IC50	Homo sapiens	8.2839966563652	5.2	CHEMBL4229019	CHEMBL3130	False
159043	COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)C5CCCC5)C4)c3c2)cn1	O00329	IC50	Homo sapiens	8.356547323513812	4.4	CHEMBL4225061	CHEMBL3130	False
159044	COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)C5CCCCC5)C4)c3c2)cn1	O00329	IC50	Homo sapiens	8.537602002101043	2.9	CHEMBL4227461	CHEMBL3130	False
159045	COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)C5CCOCC5)C4)c3c2)cc1C(N)=O	O00329	IC50	Homo sapiens	8.10790539730952	7.8	CHEMBL4228715	CHEMBL3130	False
159046	COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)C5CCOCC5)C4)c3c2)cn1	O00329	IC50	Homo sapiens	8.468521082957745	3.4	CHEMBL4229081	CHEMBL3130	False
159047	COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)CC(C)(C)C)C4)c3c2)cn1	O00329	IC50	Homo sapiens	8.337242168318426	4.6	CHEMBL4225718	CHEMBL3130	False
159048	COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)OC(C)(C)C)C4)c3c2)cn1	O00329	IC50	Homo sapiens	8.09151498112135	8.1	CHEMBL4229265	CHEMBL3130	False
159049	COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)c5ccccc5)C4)c3c2)cn1	O00329	IC50	Homo sapiens	8.522878745280337	3.0	CHEMBL4225346	CHEMBL3130	False
159050	COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)c5ccco5)C4)c3c2)cn1	O00329	IC50	Homo sapiens	8.259637310505756	5.5	CHEMBL4226448	CHEMBL3130	False
159051	COc1ccc(-c2ccc3ncnc(NC4CCN(S(=O)(=O)C5CC5)C4)c3c2)cn1	O00329	IC50	Homo sapiens	7.8696662315049934	13.5	CHEMBL4226776	CHEMBL3130	False
159068	COc1ccc(-c2ccc3ncnc(OC4CCCN(C(=O)C5CC5)C4)c3c2)cn1	O00329	IC50	Homo sapiens	8.522878745280337	3.0	CHEMBL4461031	CHEMBL3130	False
159072	COc1ccc(-c2ccc3ncnc(OC4CCN(C(C)=O)C4)c3c2)cc1OC	O00329	IC50	Homo sapiens	7.239237769725308	81.33333333333333	CHEMBL3914282_CHEMBL3969716	CHEMBL3130	True
159076	COc1ccc(-c2ccc3ncnc(OC4CCN(C)C4)c3c2)cc1OC	O00329	IC50	Homo sapiens	6.922331981267469	120.0	CHEMBL3921081_CHEMBL3948901	CHEMBL3130	True
